time,date,cases_by_day,metric_new_cases_sympt,scaled_sim_cases,deaths_by_day,cum_deaths,metric_new_deaths,metric_died_count,scaled_sim_deaths,cum_deaths_sim,cum_deaths_sim_scaled
32,2020-04-21,0.0,4,80,0.0,1.0,0,0,0,0,0
33,2020-04-22,0.0,1,20,0.0,1.0,0,0,0,0,0
34,2020-04-23,3.0,2,40,0.0,1.0,0,0,0,0,0
35,2020-04-24,2.0,2,40,0.0,1.0,0,0,0,0,0
36,2020-04-25,1.0,1,20,0.0,1.0,0,0,0,0,0
37,2020-04-26,0.0,2,40,0.0,1.0,0,0,0,0,0
38,2020-04-27,0.0,1,20,0.0,1.0,0,0,0,0,0
39,2020-04-28,1.0,1,20,0.0,1.0,0,0,0,0,0
40,2020-04-29,2.0,0,0,0.0,1.0,0,0,0,0,0
41,2020-04-30,0.0,0,0,0.0,1.0,0,0,0,0,0
42,2020-05-01,0.0,1,20,0.0,1.0,0,0,0,0,0
43,2020-05-02,0.0,3,60,0.0,1.0,0,0,0,0,0
44,2020-05-03,1.0,1,20,0.0,1.0,0,0,0,0,0
45,2020-05-04,2.0,0,0,0.0,1.0,0,0,0,0,0
46,2020-05-05,2.0,2,40,0.0,1.0,0,0,0,0,0
47,2020-05-06,0.0,0,0,0.0,1.0,0,0,0,0,0
48,2020-05-07,12.0,1,20,0.0,1.0,0,0,0,0,0
49,2020-05-08,0.0,1,20,0.0,1.0,0,0,0,0,0
50,2020-05-09,1.0,1,20,0.0,1.0,0,0,0,0,0
51,2020-05-10,0.0,0,0,0.0,1.0,0,0,0,0,0
52,2020-05-11,1.0,1,20,0.0,1.0,0,0,0,0,0
53,2020-05-12,0.0,0,0,0.0,1.0,0,0,0,0,0
54,2020-05-13,4.0,0,0,0.0,1.0,0,0,0,0,0
55,2020-05-14,1.0,2,40,0.0,1.0,0,0,0,0,0
56,2020-05-15,1.0,0,0,0.0,1.0,0,0,0,0,0
57,2020-05-16,0.0,1,20,0.0,1.0,0,0,0,0,0
58,2020-05-17,1.0,1,20,0.0,1.0,0,0,0,0,0
59,2020-05-18,0.0,1,20,0.0,1.0,0,0,0,0,0
60,2020-05-19,3.0,3,60,0.0,1.0,0,0,0,0,0
61,2020-05-20,0.0,0,0,0.0,1.0,0,0,0,0,0
62,2020-05-21,1.0,0,0,0.0,1.0,0,0,0,0,0
63,2020-05-22,1.0,1,20,0.0,1.0,0,0,0,0,0
64,2020-05-23,3.0,1,20,0.0,1.0,0,0,0,0,0
65,2020-05-24,2.0,0,0,0.0,1.0,0,0,0,0,0
66,2020-05-25,1.0,0,0,0.0,1.0,0,0,0,0,0
67,2020-05-26,25.0,0,0,0.0,1.0,0,0,0,0,0
68,2020-05-27,46.0,1,20,0.0,1.0,0,0,0,0,0
69,2020-05-28,5.0,1,20,0.0,1.0,0,0,0,0,0
70,2020-05-29,9.0,1,20,0.0,1.0,0,0,0,0,0
71,2020-05-30,11.0,5,100,0.0,1.0,0,0,0,0,0
72,2020-05-31,13.0,1,20,0.0,1.0,0,0,0,0,0
73,2020-06-01,16.0,0,0,0.0,1.0,0,0,0,0,0
74,2020-06-02,15.0,0,0,0.0,1.0,0,0,0,0,0
75,2020-06-03,6.0,1,20,0.0,1.0,0,0,0,0,0
76,2020-06-04,46.0,0,0,0.0,1.0,0,0,0,0,0
77,2020-06-05,8.0,5,100,0.0,1.0,0,0,0,0,0
78,2020-06-06,9.0,0,0,0.0,1.0,0,0,0,0,0
79,2020-06-07,11.0,0,0,0.0,1.0,0,0,0,0,0
80,2020-06-08,5.0,4,80,0.0,1.0,0,0,0,0,0
81,2020-06-09,15.0,1,20,0.0,1.0,0,0,0,0,0
82,2020-06-10,15.0,3,60,0.0,1.0,0,0,0,0,0
83,2020-06-11,19.0,1,20,0.0,1.0,0,0,0,0,0
84,2020-06-12,11.0,0,0,0.0,1.0,0,0,0,0,0
85,2020-06-13,5.0,2,40,0.0,1.0,0,0,0,0,0
86,2020-06-14,31.0,1,20,0.0,1.0,0,0,0,0,0
87,2020-06-15,5.0,1,20,0.0,1.0,0,0,0,0,0
88,2020-06-16,16.0,0,0,0.0,1.0,0,0,0,0,0
89,2020-06-17,11.0,0,0,0.0,1.0,0,0,0,0,0
90,2020-06-18,31.0,1,20,0.0,1.0,0,0,0,0,0
91,2020-06-19,25.0,1,20,0.0,1.0,0,0,0,0,0
92,2020-06-20,10.0,2,40,0.0,1.0,0,0,0,0,0
93,2020-06-21,4.0,2,40,0.0,1.0,0,0,0,0,0
94,2020-06-22,23.0,0,0,0.0,1.0,0,0,0,0,0
95,2020-06-23,13.0,2,40,1.0,2.0,0,0,0,0,0
96,2020-06-24,12.0,0,0,0.0,2.0,0,0,0,0,0
97,2020-06-25,6.0,1,20,1.0,3.0,0,0,0,0,0
98,2020-06-26,14.0,1,20,0.0,3.0,0,0,0,0,0
99,2020-06-27,6.0,0,0,0.0,3.0,0,0,0,0,0
100,2020-06-28,12.0,2,40,0.0,3.0,0,0,0,0,0
101,2020-06-29,22.0,2,40,1.0,4.0,0,0,0,0,0
102,2020-06-30,10.0,0,0,1.0,5.0,0,0,0,0,0
103,2020-07-01,20.0,1,20,1.0,6.0,0,0,0,0,0
104,2020-07-02,14.0,2,40,0.0,6.0,0,0,0,0,0
105,2020-07-03,15.0,0,0,0.0,6.0,0,0,0,0,0
106,2020-07-04,52.0,1,20,0.0,6.0,0,0,0,0,0
107,2020-07-05,21.0,0,0,1.0,7.0,0,0,0,0,0
108,2020-07-06,54.0,0,0,2.0,9.0,0,0,0,0,0
109,2020-07-07,22.0,1,20,0.0,9.0,0,0,0,0,0
110,2020-07-08,79.0,1,20,0.0,9.0,0,0,0,0,0
111,2020-07-09,68.0,2,40,0.0,9.0,0,0,0,0,0
112,2020-07-10,52.0,1,20,5.0,14.0,0,0,0,0,0
113,2020-07-11,43.0,0,0,1.0,15.0,0,0,0,0,0
114,2020-07-12,18.0,1,20,1.0,16.0,0,0,0,0,0
115,2020-07-13,36.0,1,20,2.0,18.0,0,0,0,0,0
116,2020-07-14,37.0,3,60,1.0,19.0,0,0,0,0,0
117,2020-07-15,103.0,2,40,2.0,21.0,0,0,0,0,0
118,2020-07-16,238.0,2,40,4.0,25.0,0,0,0,0,0
119,2020-07-17,41.0,1,20,5.0,30.0,0,0,0,0,0
120,2020-07-18,92.0,0,0,5.0,35.0,0,0,0,0,0
121,2020-07-19,127.0,0,0,2.0,37.0,0,0,0,0,0
122,2020-07-20,90.0,0,0,1.0,38.0,0,0,0,0,0
123,2020-07-21,135.0,1,20,1.0,39.0,0,0,0,0,0
124,2020-07-22,86.0,2,40,2.0,41.0,0,0,0,0,0
125,2020-07-23,109.0,4,80,3.0,44.0,0,0,0,0,0
126,2020-07-24,191.0,2,40,0.0,44.0,0,0,0,0,0
127,2020-07-25,254.0,1,20,4.0,48.0,0,0,0,0,0
128,2020-07-26,124.0,2,40,4.0,52.0,0,0,0,0,0
129,2020-07-27,51.0,1,20,1.0,53.0,0,0,0,0,0
130,2020-07-28,227.0,2,40,2.0,55.0,0,0,0,0,0
131,2020-07-29,116.0,2,40,2.0,57.0,0,0,0,0,0
132,2020-07-30,174.0,0,0,1.0,58.0,0,0,0,0,0
133,2020-07-31,166.0,2,40,3.0,61.0,0,0,0,0,0
134,2020-08-01,205.0,1,20,1.0,62.0,0,0,0,0,0
135,2020-08-02,74.0,1,20,0.0,62.0,0,0,0,0,0
136,2020-08-03,136.0,2,40,0.0,62.0,0,0,0,0,0
137,2020-08-04,67.0,2,40,2.0,64.0,0,0,0,0,0
138,2020-08-05,186.0,0,0,11.0,75.0,0,0,0,0,0
139,2020-08-06,51.0,3,60,7.0,82.0,0,0,0,0,0
140,2020-08-07,90.0,2,40,1.0,83.0,0,0,0,0,0
141,2020-08-08,93.0,3,60,4.0,87.0,0,0,0,0,0
142,2020-08-09,16.0,2,40,1.0,88.0,0,0,0,0,0
143,2020-08-10,22.0,1,20,0.0,88.0,0,0,0,0,0
144,2020-08-11,54.0,4,80,1.0,89.0,0,0,0,0,0
145,2020-08-12,64.0,1,20,0.0,89.0,0,0,0,0,0
146,2020-08-13,63.0,3,60,2.0,91.0,0,0,0,0,0
147,2020-08-14,103.0,2,40,11.0,102.0,0,0,0,0,0
148,2020-08-15,100.0,1,20,0.0,102.0,0,0,0,0,0
149,2020-08-16,117.0,2,40,3.0,105.0,0,0,0,0,0
150,2020-08-17,34.0,1,20,2.0,107.0,0,0,0,0,0
151,2020-08-18,130.0,2,40,0.0,107.0,1,1,20,1,20
152,2020-08-19,33.0,1,20,0.0,107.0,0,1,0,1,20
153,2020-08-20,66.0,1,20,2.0,109.0,0,1,0,1,20
154,2020-08-21,37.0,2,40,2.0,111.0,0,1,0,1,20
155,2020-08-22,48.0,0,0,1.0,112.0,0,1,0,1,20
156,2020-08-23,55.0,4,80,0.0,112.0,0,1,0,1,20
157,2020-08-24,10.0,1,20,0.0,112.0,0,1,0,1,20
158,2020-08-25,14.0,2,40,1.0,113.0,0,1,0,1,20
159,2020-08-26,14.0,0,0,1.0,114.0,0,1,0,1,20
160,2020-08-27,15.0,3,60,0.0,114.0,0,1,0,1,20
